wid,year,k,alpha,psi,spell,freq,fid,move,comp
424,1,8,-0.43072729929545756,0.9084578685373853,1,1,165,False,1.6369396615728031
424,2,1,-0.43072729929545756,-0.9084578685373851,2,1,12,True,-3.2875838682462657
424,3,0,-0.43072729929545756,-1.335177736118937,3,1,6,True,-1.028960562545529
424,4,0,-0.43072729929545756,-1.335177736118937,4,2,11,True,-0.7300094708812477
424,5,0,-0.43072729929545756,-1.335177736118937,4,2,11,False,-3.124296652130062
425,1,6,-0.43072729929545756,0.3487556955170447,1,1,109,False,0.07228388043819992
425,2,8,-0.43072729929545756,0.9084578685373853,2,4,148,True,0.7397123844656424
425,3,8,-0.43072729929545756,0.9084578685373853,2,4,148,False,1.6688226500028673
425,4,8,-0.43072729929545756,0.9084578685373853,2,4,148,False,0.7806950979016595
425,5,8,-0.43072729929545756,0.9084578685373853,2,4,148,False,-1.0380470381329283
426,1,4,0.967421566101701,-0.11418529432142838,1,2,62,False,-1.053550670335978
426,2,4,0.967421566101701,-0.11418529432142838,1,2,62,False,0.24545072854409689
426,3,4,0.967421566101701,-0.11418529432142838,2,1,80,True,0.2735411380773617
426,4,9,0.967421566101701,1.3351777361189363,3,1,190,True,3.125494313359564
426,5,8,0.967421566101701,0.9084578685373853,4,1,151,True,3.5991708007475984
427,1,6,0.967421566101701,0.3487556955170447,1,3,114,False,1.6123625960674846
427,2,6,0.967421566101701,0.3487556955170447,1,3,114,False,1.9037192628776862
427,3,6,0.967421566101701,0.3487556955170447,1,3,114,False,2.5652019174567817
427,4,8,0.967421566101701,0.9084578685373853,2,1,157,True,1.026337065801859
427,5,6,0.967421566101701,0.3487556955170447,3,1,113,True,0.44428796662956394
428,1,7,0.967421566101701,0.6045853465832371,1,1,138,False,1.3335170368654765
428,2,2,0.967421566101701,-0.6045853465832371,2,1,37,True,-1.704872055135025
428,3,8,0.967421566101701,0.9084578685373853,3,2,167,True,0.9479454465701608
428,4,8,0.967421566101701,0.9084578685373853,3,2,167,False,1.6766838870563106
428,5,8,0.967421566101701,0.9084578685373853,4,1,159,True,2.496094897461579
429,1,7,0.43072729929545744,0.6045853465832371,1,2,138,False,1.4115302525747524
429,2,7,0.43072729929545744,0.6045853465832371,1,2,138,False,0.7743832801524932
429,3,9,0.43072729929545744,1.3351777361189363,2,1,193,True,1.6628625060805107
429,4,8,0.43072729929545744,0.9084578685373853,3,2,154,True,0.9083466907894363
429,5,8,0.43072729929545744,0.9084578685373853,3,2,154,False,1.5135495318735537
430,1,8,0.967421566101701,0.9084578685373853,1,3,154,False,1.9254128894893232
430,2,8,0.967421566101701,0.9084578685373853,1,3,154,False,2.5441608948109358
430,3,8,0.967421566101701,0.9084578685373853,1,3,154,False,0.36040368445988524
430,4,9,0.967421566101701,1.3351777361189363,2,2,189,True,1.2946600502962209
430,5,9,0.967421566101701,1.3351777361189363,2,2,189,False,4.7416487169764014
431,1,5,-0.43072729929545756,0.11418529432142824,1,1,93,False,1.584088442151623
431,2,6,-0.43072729929545756,0.3487556955170447,2,3,109,True,-0.14786080331177248
431,3,6,-0.43072729929545756,0.3487556955170447,2,3,109,False,-3.5670868801600077
431,4,6,-0.43072729929545756,0.3487556955170447,2,3,109,False,-0.7664143753556731
431,5,5,-0.43072729929545756,0.11418529432142824,3,1,90,True,0.3978756147501128
432,1,7,0.967421566101701,0.6045853465832371,1,4,138,False,3.5327267170084258
432,2,7,0.967421566101701,0.6045853465832371,1,4,138,False,2.789409340674141
432,3,7,0.967421566101701,0.6045853465832371,1,4,138,False,1.5917541843727163
432,4,7,0.967421566101701,0.6045853465832371,1,4,138,False,1.4195789988029477
432,5,8,0.967421566101701,0.9084578685373853,2,1,169,True,1.883008132470873
433,1,7,0.967421566101701,0.6045853465832371,1,5,141,False,1.5968117320655857
433,2,7,0.967421566101701,0.6045853465832371,1,5,141,False,1.248337141101534
433,3,7,0.967421566101701,0.6045853465832371,1,5,141,False,2.521549009935506
433,4,7,0.967421566101701,0.6045853465832371,1,5,141,False,2.123947043175813
433,5,7,0.967421566101701,0.6045853465832371,1,5,141,False,2.5044750123742068
434,1,2,-0.43072729929545756,-0.6045853465832371,1,1,29,False,-2.957696109250559
434,2,5,-0.43072729929545756,0.11418529432142824,2,4,86,True,-1.5020911982584704
434,3,5,-0.43072729929545756,0.11418529432142824,2,4,86,False,-0.5169876425927878
434,4,5,-0.43072729929545756,0.11418529432142824,2,4,86,False,2.0804188141991893
434,5,5,-0.43072729929545756,0.11418529432142824,2,4,86,False,-1.318396435479681
435,1,6,0.0,0.3487556955170447,1,3,103,False,0.8558325141391878
435,2,6,0.0,0.3487556955170447,1,3,103,False,0.5095179930916376
435,3,6,0.0,0.3487556955170447,1,3,103,False,0.6689502821681386
435,4,2,0.0,-0.6045853465832371,2,1,42,True,-0.8223851533363791
435,5,1,0.0,-0.9084578685373851,3,1,19,True,-1.398257937046604
436,1,8,0.43072729929545744,0.9084578685373853,1,1,169,False,1.5985577131299764
436,2,8,0.43072729929545744,0.9084578685373853,2,1,147,True,-0.6228651406054269
436,3,6,0.43072729929545744,0.3487556955170447,3,1,119,True,1.105655423816804
436,4,7,0.43072729929545744,0.6045853465832371,4,2,126,True,1.7365710509700052
436,5,7,0.43072729929545744,0.6045853465832371,4,2,126,False,2.7061825177642174
437,1,4,0.0,-0.11418529432142838,1,2,67,False,-0.08670597527827631
437,2,4,0.0,-0.11418529432142838,1,2,67,False,1.4725490438968223
437,3,3,0.0,-0.3487556955170447,2,1,59,True,0.2936885351791683
437,4,4,0.0,-0.11418529432142838,3,2,74,True,-0.46792586999052377
437,5,4,0.0,-0.11418529432142838,3,2,74,False,-1.0961612156967058
438,1,6,0.967421566101701,0.3487556955170447,1,2,112,False,1.814769104534505
438,2,6,0.967421566101701,0.3487556955170447,1,2,112,False,2.943693958587322
438,3,4,0.967421566101701,-0.11418529432142838,2,2,62,True,1.1793839804040505
438,4,4,0.967421566101701,-0.11418529432142838,2,2,62,False,0.3777439801191301
438,5,8,0.967421566101701,0.9084578685373853,3,1,166,True,1.2426126101470776
439,1,3,0.967421566101701,-0.3487556955170447,1,1,58,False,-0.5429814174320389
439,2,5,0.967421566101701,0.11418529432142824,2,1,91,True,1.4562983367881366
439,3,5,0.967421566101701,0.11418529432142824,3,1,88,True,2.0658768979776956
439,4,4,0.967421566101701,-0.11418529432142838,4,1,61,True,1.191478046396655
439,5,9,0.967421566101701,1.3351777361189363,5,1,192,True,0.5185595285874685
440,1,9,0.967421566101701,1.3351777361189363,1,2,192,False,2.036816504081732
440,2,9,0.967421566101701,1.3351777361189363,1,2,192,False,0.4643782376977148
440,3,6,0.967421566101701,0.3487556955170447,2,3,105,True,0.8685542265769971
440,4,6,0.967421566101701,0.3487556955170447,2,3,105,False,0.2796298214816697
440,5,6,0.967421566101701,0.3487556955170447,2,3,105,False,0.6826503444798574
441,1,7,0.43072729929545744,0.6045853465832371,1,1,127,False,0.7533775933440814
441,2,7,0.43072729929545744,0.6045853465832371,2,2,125,True,2.455005009840693
441,3,7,0.43072729929545744,0.6045853465832371,2,2,125,False,0.11807575924086877
441,4,8,0.43072729929545744,0.9084578685373853,3,1,156,True,0.26224724905401575
441,5,2,0.43072729929545744,-0.6045853465832371,4,1,34,True,-1.3919087309829627
442,1,3,-0.43072729929545756,-0.3487556955170447,1,3,56,False,-0.6207351956963083
442,2,3,-0.43072729929545756,-0.3487556955170447,1,3,56,False,-3.4967807466636525
442,3,3,-0.43072729929545756,-0.3487556955170447,1,3,56,False,-2.369014542315708
442,4,4,-0.43072729929545756,-0.11418529432142838,2,1,71,True,0.8030844389059244
442,5,5,-0.43072729929545756,0.11418529432142824,3,1,96,True,-0.9949995520431228
443,1,4,0.43072729929545744,-0.11418529432142838,1,2,61,False,-1.0339327483935012
443,2,4,0.43072729929545744,-0.11418529432142838,1,2,61,False,-0.5004808437207613
443,3,3,0.43072729929545744,-0.3487556955170447,2,3,57,True,0.5341324360791018
443,4,3,0.43072729929545744,-0.3487556955170447,2,3,57,False,0.8815731831003275
443,5,3,0.43072729929545744,-0.3487556955170447,2,3,57,False,0.8172400963077806
444,1,0,-0.43072729929545756,-1.335177736118937,1,4,5,False,-2.232198797474138
444,2,0,-0.43072729929545756,-1.335177736118937,1,4,5,False,-3.4081896346346467
444,3,0,-0.43072729929545756,-1.335177736118937,1,4,5,False,-0.7610014965012031
444,4,0,-0.43072729929545756,-1.335177736118937,1,4,5,False,-0.07732136995989913
444,5,2,-0.43072729929545756,-0.6045853465832371,2,1,35,True,-1.6391687894424494
445,1,6,0.43072729929545744,0.3487556955170447,1,1,109,False,1.2234710013391805
445,2,3,0.43072729929545744,-0.3487556955170447,2,1,43,True,0.9049894586454265
445,3,7,0.43072729929545744,0.6045853465832371,3,1,125,True,2.1547556123772815
445,4,8,0.43072729929545744,0.9084578685373853,4,2,165,True,1.5073563014943272
445,5,8,0.43072729929545744,0.9084578685373853,4,2,165,False,0.29438011634928185
446,1,5,-0.43072729929545756,0.11418529432142824,1,5,81,False,-0.702465698270587
446,2,5,-0.43072729929545756,0.11418529432142824,1,5,81,False,-0.4932780429816444
446,3,5,-0.43072729929545756,0.11418529432142824,1,5,81,False,-2.2005580565802836
446,4,5,-0.43072729929545756,0.11418529432142824,1,5,81,False,-0.7079368828423613
446,5,5,-0.43072729929545756,0.11418529432142824,1,5,81,False,0.1706851910912106
447,1,1,0.0,-0.9084578685373851,1,1,22,False,-1.7204710426275236
447,2,5,0.0,0.11418529432142824,2,1,87,True,0.3715225340871857
447,3,8,0.0,0.9084578685373853,3,3,167,True,1.615899402138858
447,4,8,0.0,0.9084578685373853,3,3,167,False,1.2918557537906699
447,5,8,0.0,0.9084578685373853,3,3,167,False,2.1022017308203016
448,1,2,0.967421566101701,-0.6045853465832371,1,5,34,False,-0.6496608765777522
448,2,2,0.967421566101701,-0.6045853465832371,1,5,34,False,1.6813668099680035
448,3,2,0.967421566101701,-0.6045853465832371,1,5,34,False,0.029053742995584497
448,4,2,0.967421566101701,-0.6045853465832371,1,5,34,False,2.0428276049495735
448,5,2,0.967421566101701,-0.6045853465832371,1,5,34,False,0.9938019499998653
449,1,5,0.43072729929545744,0.11418529432142824,1,3,99,False,0.7267090326706466
449,2,5,0.43072729929545744,0.11418529432142824,1,3,99,False,-0.1990001429185062
449,3,5,0.43072729929545744,0.11418529432142824,1,3,99,False,-0.12904510392001067
449,4,6,0.43072729929545744,0.3487556955170447,2,1,116,True,0.5430561101576913
449,5,6,0.43072729929545744,0.3487556955170447,3,1,107,True,1.4365246467961192
450,1,8,0.967421566101701,0.9084578685373853,1,1,156,False,2.2535141975853756
450,2,8,0.967421566101701,0.9084578685373853,2,2,165,True,2.2548428544815584
450,3,8,0.967421566101701,0.9084578685373853,2,2,165,False,2.6016907690447764
450,4,9,0.967421566101701,1.3351777361189363,3,1,182,True,2.2158016344051332
450,5,9,0.967421566101701,1.3351777361189363,4,1,190,True,1.2287859756881019
451,1,5,-0.43072729929545756,0.11418529432142824,1,1,97,False,-0.5516275342713626
451,2,4,-0.43072729929545756,-0.11418529432142838,2,1,61,True,-1.458709914175591
451,3,5,-0.43072729929545756,0.11418529432142824,3,1,95,True,0.857462022675173
451,4,3,-0.43072729929545756,-0.3487556955170447,4,1,45,True,-1.779337963662436
451,5,0,-0.43072729929545756,-1.335177736118937,5,1,10,True,-2.1029396976732215
452,1,6,0.967421566101701,0.3487556955170447,1,1,107,False,1.3879919780770935
452,2,6,0.967421566101701,0.3487556955170447,2,2,116,True,0.3141707381066212
452,3,6,0.967421566101701,0.3487556955170447,2,2,116,False,1.4375884174865405
452,4,7,0.967421566101701,0.6045853465832371,3,1,135,True,1.9241011775694905
452,5,6,0.967421566101701,0.3487556955170447,4,1,111,True,0.9440344554520275
453,1,3,0.43072729929545744,-0.3487556955170447,1,1,48,False,-0.35877996645162347
453,2,6,0.43072729929545744,0.3487556955170447,2,2,118,True,0.5338595635850871
453,3,6,0.43072729929545744,0.3487556955170447,2,2,118,False,1.1468371202567176
453,4,5,0.43072729929545744,0.11418529432142824,3,1,94,True,0.1247886581863843
453,5,4,0.43072729929545744,-0.11418529432142838,4,1,77,True,0.4243486330642999
454,1,8,0.967421566101701,0.9084578685373853,1,4,165,False,3.2602549894963193
454,2,8,0.967421566101701,0.9084578685373853,1,4,165,False,0.6785410156960872
454,3,8,0.967421566101701,0.9084578685373853,1,4,165,False,1.71651303066845
454,4,8,0.967421566101701,0.9084578685373853,1,4,165,False,1.5401029020053072
454,5,8,0.967421566101701,0.9084578685373853,2,1,166,True,1.4411724764447247
455,1,8,0.967421566101701,0.9084578685373853,1,1,164,False,1.549257713073738
455,2,5,0.967421566101701,0.11418529432142824,2,1,85,True,1.5355497490554981
455,3,7,0.967421566101701,0.6045853465832371,3,1,137,True,4.8686078338805
455,4,2,0.967421566101701,-0.6045853465832371,4,2,31,True,0.8322674343348639
455,5,2,0.967421566101701,-0.6045853465832371,4,2,31,False,1.730729487655383
456,1,8,0.967421566101701,0.9084578685373853,1,1,153,False,2.8413918356859496
456,2,6,0.967421566101701,0.3487556955170447,2,4,106,True,1.702419977991175
456,3,6,0.967421566101701,0.3487556955170447,2,4,106,False,1.8755572663006994
456,4,6,0.967421566101701,0.3487556955170447,2,4,106,False,1.4746448640163956
456,5,6,0.967421566101701,0.3487556955170447,2,4,106,False,1.5333452930611304
457,1,3,0.43072729929545744,-0.3487556955170447,1,1,52,False,2.4601674941156886
457,2,6,0.43072729929545744,0.3487556955170447,2,1,106,True,-1.3283587866384183
457,3,9,0.43072729929545744,1.3351777361189363,3,2,185,True,1.5889401896411193
457,4,9,0.43072729929545744,1.3351777361189363,3,2,185,False,0.6739456960634493
457,5,9,0.43072729929545744,1.3351777361189363,4,1,170,True,0.25198330533585644
458,1,3,0.967421566101701,-0.3487556955170447,1,5,55,False,0.5491810235562401
458,2,3,0.967421566101701,-0.3487556955170447,1,5,55,False,0.9416379503888614
458,3,3,0.967421566101701,-0.3487556955170447,1,5,55,False,-1.1613605005507568
458,4,3,0.967421566101701,-0.3487556955170447,1,5,55,False,3.1023465419473166
458,5,3,0.967421566101701,-0.3487556955170447,1,5,55,False,-1.118930122864513
459,1,3,0.967421566101701,-0.3487556955170447,1,2,48,False,1.7772935931328064
459,2,3,0.967421566101701,-0.3487556955170447,1,2,48,False,1.8336733540323578
459,3,9,0.967421566101701,1.3351777361189363,2,1,185,True,1.7490749288893817
459,4,8,0.967421566101701,0.9084578685373853,3,1,151,True,1.5469177421177966
459,5,6,0.967421566101701,0.3487556955170447,4,1,110,True,1.7461285782555547
460,1,7,0.43072729929545744,0.6045853465832371,1,2,145,False,0.9311618911842734
460,2,7,0.43072729929545744,0.6045853465832371,1,2,145,False,-1.4371710114922183
460,3,7,0.43072729929545744,0.6045853465832371,2,3,141,True,-0.9846559675339936
460,4,7,0.43072729929545744,0.6045853465832371,2,3,141,False,-0.5064368704590223
460,5,7,0.43072729929545744,0.6045853465832371,2,3,141,False,-0.0024643360090321753
461,1,3,0.967421566101701,-0.3487556955170447,1,3,54,False,2.0714941138542935
461,2,3,0.967421566101701,-0.3487556955170447,1,3,54,False,-0.26430576180844145
461,3,3,0.967421566101701,-0.3487556955170447,1,3,54,False,-0.4927002493274679
461,4,7,0.967421566101701,0.6045853465832371,2,2,123,True,2.1675897597488736
461,5,7,0.967421566101701,0.6045853465832371,2,2,123,False,1.7960932325332462
462,1,7,0.967421566101701,0.6045853465832371,1,2,141,False,0.8348519697718826
462,2,7,0.967421566101701,0.6045853465832371,1,2,141,False,2.8862548469918137
462,3,6,0.967421566101701,0.3487556955170447,2,1,111,True,0.3734097615419347
462,4,9,0.967421566101701,1.3351777361189363,3,1,185,True,2.007324389759054
462,5,9,0.967421566101701,1.3351777361189363,4,1,176,True,1.2269623500156326
463,1,3,-0.43072729929545756,-0.3487556955170447,1,1,51,False,0.6424654812200646
463,2,6,-0.43072729929545756,0.3487556955170447,2,2,117,True,0.7017337152440231
463,3,6,-0.43072729929545756,0.3487556955170447,2,2,117,False,-0.766487474202878
463,4,2,-0.43072729929545756,-0.6045853465832371,3,2,42,True,0.3462642314722
463,5,2,-0.43072729929545756,-0.6045853465832371,3,2,42,False,0.4689951792351761
464,1,5,0.967421566101701,0.11418529432142824,1,1,91,False,0.8128460626984655
464,2,9,0.967421566101701,1.3351777361189363,2,1,191,True,3.7386558792350666
464,3,7,0.967421566101701,0.6045853465832371,3,3,143,True,1.8036841670920833
464,4,7,0.967421566101701,0.6045853465832371,3,3,143,False,0.5914450432524629
464,5,7,0.967421566101701,0.6045853465832371,3,3,143,False,-0.5584979863895616
465,1,2,-0.43072729929545756,-0.6045853465832371,1,2,41,False,-2.6114069037081906
465,2,2,-0.43072729929545756,-0.6045853465832371,1,2,41,False,-2.7309731545351403
465,3,2,-0.43072729929545756,-0.6045853465832371,2,1,36,True,0.911893704969144
465,4,7,-0.43072729929545756,0.6045853465832371,3,2,141,True,-1.1519471396515386
465,5,7,-0.43072729929545756,0.6045853465832371,3,2,141,False,-0.40576539842714315
466,1,8,0.967421566101701,0.9084578685373853,1,2,163,False,2.047997123753663
466,2,8,0.967421566101701,0.9084578685373853,1,2,163,False,1.9259787199394196
466,3,6,0.967421566101701,0.3487556955170447,2,3,102,True,1.158587875918867
466,4,6,0.967421566101701,0.3487556955170447,2,3,102,False,0.790370017583088
466,5,6,0.967421566101701,0.3487556955170447,2,3,102,False,1.002432045436059
467,1,0,-0.43072729929545756,-1.335177736118937,1,2,10,False,-2.7632911697221
467,2,0,-0.43072729929545756,-1.335177736118937,1,2,10,False,-1.6388024120085156
467,3,2,-0.43072729929545756,-0.6045853465832371,2,1,32,True,-1.8094902852397747
467,4,2,-0.43072729929545756,-0.6045853465832371,3,1,41,True,-0.667629550632777
467,5,1,-0.43072729929545756,-0.9084578685373851,4,1,20,True,-3.3065329059678668
468,1,8,0.967421566101701,0.9084578685373853,1,1,150,False,2.636567668826628
468,2,7,0.967421566101701,0.6045853465832371,2,2,137,True,2.14913249261633
468,3,7,0.967421566101701,0.6045853465832371,2,2,137,False,2.7594917734165243
468,4,4,0.967421566101701,-0.11418529432142838,3,1,71,True,0.5639931598319274
468,5,5,0.967421566101701,0.11418529432142824,4,1,91,True,-0.2505771528295253
469,1,1,-0.43072729929545756,-0.9084578685373851,1,4,23,False,-2.0680775848932393
469,2,1,-0.43072729929545756,-0.9084578685373851,1,4,23,False,-0.597273653288811
469,3,1,-0.43072729929545756,-0.9084578685373851,1,4,23,False,-1.9258725225606406
469,4,1,-0.43072729929545756,-0.9084578685373851,1,4,23,False,-1.511439703977289
469,5,2,-0.43072729929545756,-0.6045853465832371,2,1,32,True,-0.653935106775728
470,1,9,0.43072729929545744,1.3351777361189363,1,4,182,False,0.8867733798872828
470,2,9,0.43072729929545744,1.3351777361189363,1,4,182,False,2.5617306114698675
470,3,9,0.43072729929545744,1.3351777361189363,1,4,182,False,0.6048210634011648
470,4,9,0.43072729929545744,1.3351777361189363,1,4,182,False,1.9985318943099561
470,5,6,0.43072729929545744,0.3487556955170447,2,1,105,True,0.7960996900809524
471,1,6,0.0,0.3487556955170447,1,4,117,False,0.6652119678370467
471,2,6,0.0,0.3487556955170447,1,4,117,False,1.4183725923610633
471,3,6,0.0,0.3487556955170447,1,4,117,False,-0.6752880276983217
471,4,6,0.0,0.3487556955170447,1,4,117,False,-0.0048351380371204344
471,5,3,0.0,-0.3487556955170447,2,1,46,True,-2.107943113499656
472,1,5,0.0,0.11418529432142824,1,2,90,False,-0.12759034844846678
472,2,5,0.0,0.11418529432142824,1,2,90,False,-1.3177663393279098
472,3,9,0.0,1.3351777361189363,2,1,188,True,1.1121586723424703
472,4,5,0.0,0.11418529432142824,3,1,93,True,0.9061830994397145
472,5,7,0.0,0.6045853465832371,4,1,131,True,1.2490083034746537
473,1,6,-0.43072729929545756,0.3487556955170447,1,4,112,False,0.9499353312159442
473,2,6,-0.43072729929545756,0.3487556955170447,1,4,112,False,0.12025754586857892
473,3,6,-0.43072729929545756,0.3487556955170447,1,4,112,False,0.3600245229866076
473,4,6,-0.43072729929545756,0.3487556955170447,1,4,112,False,0.2810313762085683
473,5,0,-0.43072729929545756,-1.335177736118937,2,1,4,True,-2.429212973898917
474,1,6,0.43072729929545744,0.3487556955170447,1,2,110,False,0.18736148315245904
474,2,6,0.43072729929545744,0.3487556955170447,1,2,110,False,0.36805790570334196
474,3,5,0.43072729929545744,0.11418529432142824,2,2,81,True,0.2792797338187813
474,4,5,0.43072729929545744,0.11418529432142824,2,2,81,False,2.3047654678767504
474,5,7,0.43072729929545744,0.6045853465832371,3,1,136,True,0.2858339882149096
475,1,5,0.43072729929545744,0.11418529432142824,1,1,100,False,0.1854635853928554
475,2,4,0.43072729929545744,-0.11418529432142838,2,4,77,True,-1.2531243373293983
475,3,4,0.43072729929545744,-0.11418529432142838,2,4,77,False,-0.6948274700365697
475,4,4,0.43072729929545744,-0.11418529432142838,2,4,77,False,1.531430784256375
475,5,4,0.43072729929545744,-0.11418529432142838,2,4,77,False,0.009501552938409319
476,1,6,0.43072729929545744,0.3487556955170447,1,3,115,False,-0.7823085902675975
476,2,6,0.43072729929545744,0.3487556955170447,1,3,115,False,1.0039272644909194
476,3,6,0.43072729929545744,0.3487556955170447,1,3,115,False,1.4432441666760267
476,4,1,0.43072729929545744,-0.9084578685373851,2,1,17,True,0.18797318491738385
476,5,5,0.43072729929545744,0.11418529432142824,3,1,94,True,1.8660417035271613
477,1,8,0.967421566101701,0.9084578685373853,1,1,149,False,2.046304356379634
477,2,9,0.967421566101701,1.3351777361189363,2,4,178,True,1.9603628312382866
477,3,9,0.967421566101701,1.3351777361189363,2,4,178,False,1.9011741535988071
477,4,9,0.967421566101701,1.3351777361189363,2,4,178,False,2.743452111984037
477,5,9,0.967421566101701,1.3351777361189363,2,4,178,False,2.8991296074353854
478,1,6,0.43072729929545744,0.3487556955170447,1,4,103,False,1.4907736181822964
478,2,6,0.43072729929545744,0.3487556955170447,1,4,103,False,-0.5893186975685138
478,3,6,0.43072729929545744,0.3487556955170447,1,4,103,False,-0.15832154825312106
478,4,6,0.43072729929545744,0.3487556955170447,1,4,103,False,1.8532475106718493
478,5,9,0.43072729929545744,1.3351777361189363,2,1,179,True,1.6214499121710129
479,1,0,0.0,-1.335177736118937,1,5,9,False,-2.6480006725498795
479,2,0,0.0,-1.335177736118937,1,5,9,False,-3.2449001462309712
479,3,0,0.0,-1.335177736118937,1,5,9,False,-0.6261896209537899
479,4,0,0.0,-1.335177736118937,1,5,9,False,-1.405699962636139
479,5,0,0.0,-1.335177736118937,1,5,9,False,-2.059305787187257
480,1,8,0.43072729929545744,0.9084578685373853,1,4,169,False,0.33736224336743104
480,2,8,0.43072729929545744,0.9084578685373853,1,4,169,False,0.8476297152409826
480,3,8,0.43072729929545744,0.9084578685373853,1,4,169,False,-0.6469999709392207
480,4,8,0.43072729929545744,0.9084578685373853,1,4,169,False,0.2984306196568036
480,5,6,0.43072729929545744,0.3487556955170447,2,1,122,True,0.8030672297327003
481,1,9,0.967421566101701,1.3351777361189363,1,3,181,False,2.0093395891255668
481,2,9,0.967421566101701,1.3351777361189363,1,3,181,False,2.932487184398732
481,3,9,0.967421566101701,1.3351777361189363,1,3,181,False,1.2593371269634694
481,4,9,0.967421566101701,1.3351777361189363,2,1,178,True,1.849531054777588
481,5,9,0.967421566101701,1.3351777361189363,3,1,187,True,2.5274034397292864
482,1,7,0.967421566101701,0.6045853465832371,1,5,130,False,2.4762892542026718
482,2,7,0.967421566101701,0.6045853465832371,1,5,130,False,3.142627241791522
482,3,7,0.967421566101701,0.6045853465832371,1,5,130,False,0.7959650117724917
482,4,7,0.967421566101701,0.6045853465832371,1,5,130,False,1.3879173829843177
482,5,7,0.967421566101701,0.6045853465832371,1,5,130,False,2.709224858931109
483,1,8,0.0,0.9084578685373853,1,1,152,False,2.4247252162833917
483,2,6,0.0,0.3487556955170447,2,1,104,True,2.0730517025052526
483,3,3,0.0,-0.3487556955170447,3,3,54,True,-1.2798997761783493
483,4,3,0.0,-0.3487556955170447,3,3,54,False,1.034566920784776
483,5,3,0.0,-0.3487556955170447,3,3,54,False,0.4743867663054147
484,1,6,0.967421566101701,0.3487556955170447,1,4,106,False,1.4647562193103418
484,2,6,0.967421566101701,0.3487556955170447,1,4,106,False,0.8699524677075852
484,3,6,0.967421566101701,0.3487556955170447,1,4,106,False,1.2553997390051794
484,4,6,0.967421566101701,0.3487556955170447,1,4,106,False,0.24399990086945178
484,5,7,0.967421566101701,0.6045853465832371,2,1,135,True,2.144071301034903
485,1,3,0.0,-0.3487556955170447,1,1,53,False,0.6537328412272658
485,2,2,0.0,-0.6045853465832371,2,2,40,True,0.2040664600551425
485,3,2,0.0,-0.6045853465832371,2,2,40,False,-1.375846144407691
485,4,7,0.0,0.6045853465832371,3,2,138,True,1.1055280390588975
485,5,7,0.0,0.6045853465832371,3,2,138,False,0.9893078857772357
486,1,6,0.43072729929545744,0.3487556955170447,1,1,102,False,0.7008623490638961
486,2,2,0.43072729929545744,-0.6045853465832371,2,2,37,True,-0.9128829481529868
486,3,2,0.43072729929545744,-0.6045853465832371,2,2,37,False,1.1996934976662885
486,4,6,0.43072729929545744,0.3487556955170447,3,1,107,True,0.6211522302111735
486,5,3,0.43072729929545744,-0.3487556955170447,4,1,44,True,-0.6170217197418659
487,1,0,-0.43072729929545756,-1.335177736118937,1,1,9,False,-0.6772453754449324
487,2,0,-0.43072729929545756,-1.335177736118937,2,1,6,True,-0.2414587177027483
487,3,1,-0.43072729929545756,-0.9084578685373851,3,3,21,True,-0.4826103728174508
487,4,1,-0.43072729929545756,-0.9084578685373851,3,3,21,False,-0.185941374224315
487,5,1,-0.43072729929545756,-0.9084578685373851,3,3,21,False,-1.7625615345419092
488,1,7,-0.43072729929545756,0.6045853465832371,1,2,133,False,-1.7173184260351353
488,2,7,-0.43072729929545756,0.6045853465832371,1,2,133,False,-0.8052778764691713
488,3,5,-0.43072729929545756,0.11418529432142824,2,2,81,True,0.13251637326088028
488,4,5,-0.43072729929545756,0.11418529432142824,2,2,81,False,0.24674652629153582
488,5,1,-0.43072729929545756,-0.9084578685373851,3,1,25,True,-2.8446899378548975
489,1,2,0.0,-0.6045853465832371,1,1,37,False,0.13818737939914183
489,2,7,0.0,0.6045853465832371,2,1,125,True,0.13061202423755897
489,3,6,0.0,0.3487556955170447,3,2,108,True,1.4496868356663797
489,4,6,0.0,0.3487556955170447,3,2,108,False,1.0342507510971024
489,5,7,0.0,0.6045853465832371,4,1,139,True,2.138478458877155
490,1,3,0.0,-0.3487556955170447,1,1,51,False,-0.6593558912937456
490,2,4,0.0,-0.11418529432142838,2,2,73,True,0.8417520879497749
490,3,4,0.0,-0.11418529432142838,2,2,73,False,1.3906647564371672
490,4,7,0.0,0.6045853465832371,3,1,136,True,-0.44631623709059
490,5,6,0.0,0.3487556955170447,4,1,112,True,0.12622363422023758
491,1,5,0.0,0.11418529432142824,1,2,94,False,-0.26604707459115395
491,2,5,0.0,0.11418529432142824,1,2,94,False,0.20129218755068767
491,3,5,0.0,0.11418529432142824,2,3,85,True,0.6555438693498109
491,4,5,0.0,0.11418529432142824,2,3,85,False,0.5343398865851299
491,5,5,0.0,0.11418529432142824,2,3,85,False,-1.2474476267761576
492,1,3,-0.43072729929545756,-0.3487556955170447,1,2,56,False,-1.0853794460908022
492,2,3,-0.43072729929545756,-0.3487556955170447,1,2,56,False,-0.3525734715792587
492,3,1,-0.43072729929545756,-0.9084578685373851,2,1,23,True,-1.5212624316894725
492,4,2,-0.43072729929545756,-0.6045853465832371,3,2,35,True,-0.5373928785414871
492,5,2,-0.43072729929545756,-0.6045853465832371,3,2,35,False,-0.5442606233231659
