i,j,y,t,l,k,alpha,psi
2098,133,-0.4097301126331927,2,0,6,-0.967421566101701,0.3487556955170447
2098,133,-0.05641443559628789,3,0,6,-0.967421566101701,0.3487556955170447
2098,113,-3.0289045458542185,4,0,5,-0.967421566101701,0.11418529432142824
2099,88,-0.0946959238716889,0,0,4,-0.967421566101701,-0.11418529432142838
2099,104,-0.7950238158708378,1,0,5,-0.967421566101701,0.11418529432142824
2099,58,-1.7269606992655935,2,0,2,-0.967421566101701,-0.6045853465832371
2099,58,-0.0566141920654466,3,0,2,-0.967421566101701,-0.6045853465832371
2099,18,-0.7961639925013029,4,0,0,-0.967421566101701,-1.335177736118937
2100,131,1.318237949823857,0,1,6,-0.43072729929545756,0.3487556955170447
2100,131,-0.5999108397660249,1,1,6,-0.43072729929545756,0.3487556955170447
2100,147,-0.2522986220747182,2,1,7,-0.43072729929545756,0.6045853465832371
2100,99,-1.237573762845743,3,1,5,-0.43072729929545756,0.11418529432142824
2100,99,-2.0646096072838107,4,1,5,-0.43072729929545756,0.11418529432142824
2101,119,2.990697938045161,0,2,6,0.0,0.3487556955170447
2101,112,0.16272082271058355,1,2,5,0.0,0.11418529432142824
2101,101,-0.8608019287308379,2,2,5,0.0,0.11418529432142824
2101,163,1.372482430069291,3,2,8,0.0,0.9084578685373853
2101,163,1.2028420458842108,4,2,8,0.0,0.9084578685373853
2102,115,0.9105154219014705,0,4,5,0.967421566101701,0.11418529432142824
2102,139,1.300696472644408,1,4,7,0.967421566101701,0.6045853465832371
2102,139,1.5447229890907759,2,4,7,0.967421566101701,0.6045853465832371
2102,161,2.3784871861034973,3,4,8,0.967421566101701,0.9084578685373853
2102,182,1.6247555261654734,4,4,9,0.967421566101701,1.3351777361189363
2103,171,4.318607020825949,0,4,8,0.967421566101701,0.9084578685373853
2103,116,0.7819178473864963,1,4,5,0.967421566101701,0.11418529432142824
2103,158,0.570960679808183,2,4,8,0.967421566101701,0.9084578685373853
2103,158,2.668664100046775,3,4,8,0.967421566101701,0.9084578685373853
2103,165,3.291762648787927,4,4,8,0.967421566101701,0.9084578685373853
2104,46,-0.19852875291251548,0,0,2,-0.967421566101701,-0.6045853465832371
2104,46,-0.3124927460769431,1,0,2,-0.967421566101701,-0.6045853465832371
2104,46,-2.5740119591806376,2,0,2,-0.967421566101701,-0.6045853465832371
2104,9,-3.445011961335047,3,0,0,-0.967421566101701,-1.335177736118937
2104,78,-1.9020978803545674,4,0,3,-0.967421566101701,-0.3487556955170447
2105,147,1.802472381026959,0,3,7,0.43072729929545744,0.6045853465832371
2105,147,-1.1193043527579192,1,3,7,0.43072729929545744,0.6045853465832371
2105,186,3.030380929456996,2,3,9,0.43072729929545744,1.3351777361189363
2105,186,1.6334465686085915,3,3,9,0.43072729929545744,1.3351777361189363
2105,186,0.9755446615293963,4,3,9,0.43072729929545744,1.3351777361189363
2106,11,-1.5961539512319576,0,0,0,-0.967421566101701,-1.335177736118937
2106,36,-3.2000923857959083,1,0,1,-0.967421566101701,-0.9084578685373851
2106,106,-1.3741425719409983,2,0,5,-0.967421566101701,0.11418529432142824
2106,34,-0.6743018178136,3,0,1,-0.967421566101701,-0.9084578685373851
2106,34,-3.6326042365634503,4,0,1,-0.967421566101701,-0.9084578685373851
2107,9,-1.551762016767446,0,1,0,-0.43072729929545756,-1.335177736118937
2107,9,-4.662855589481943,1,1,0,-0.43072729929545756,-1.335177736118937
2107,31,-0.11189864025661866,2,1,1,-0.43072729929545756,-0.9084578685373851
2107,80,-0.6360503923016957,3,1,4,-0.43072729929545756,-0.11418529432142838
2107,80,0.5639116064061416,4,1,4,-0.43072729929545756,-0.11418529432142838
2108,105,-1.6049652545620767,0,1,5,-0.43072729929545756,0.11418529432142824
2108,56,-0.7327945446596404,1,1,2,-0.43072729929545756,-0.6045853465832371
2108,56,-2.673845752197522,2,1,2,-0.43072729929545756,-0.6045853465832371
2108,56,0.38775466131473246,3,1,2,-0.43072729929545756,-0.6045853465832371
2108,56,-2.821328593994609,4,1,2,-0.43072729929545756,-0.6045853465832371
2109,152,0.4889841754204326,0,3,7,0.43072729929545744,0.6045853465832371
2109,171,0.2623296276398934,1,3,8,0.43072729929545744,0.9084578685373853
2109,137,1.6563742545961406,2,3,6,0.43072729929545744,0.3487556955170447
2109,137,0.07064982400862829,3,3,6,0.43072729929545744,0.3487556955170447
2109,137,0.622583011916014,4,3,6,0.43072729929545744,0.3487556955170447
2110,180,1.032144965005456,0,1,9,-0.43072729929545756,1.3351777361189363
2110,160,-0.39874109155581333,1,1,8,-0.43072729929545756,0.9084578685373853
2110,160,1.8336501995278793,2,1,8,-0.43072729929545756,0.9084578685373853
2110,160,0.9929841041603029,3,1,8,-0.43072729929545756,0.9084578685373853
2110,160,-0.3092753749310259,4,1,8,-0.43072729929545756,0.9084578685373853
2111,194,2.4263728927605626,0,4,9,0.967421566101701,1.3351777361189363
2111,155,1.6860295086627266,1,4,7,0.967421566101701,0.6045853465832371
2111,155,-0.12980008557119294,2,4,7,0.967421566101701,0.6045853465832371
2111,159,4.392264732648639,3,4,8,0.967421566101701,0.9084578685373853
2111,125,1.1965993189108655,4,4,6,0.967421566101701,0.3487556955170447
2112,52,-1.3680962202359812,0,0,2,-0.967421566101701,-0.6045853465832371
2112,32,-0.9161808936709369,1,0,1,-0.967421566101701,-0.9084578685373851
2112,104,-1.4684508524208777,2,0,5,-0.967421566101701,0.11418529432142824
2112,104,-0.4314368769198287,3,0,5,-0.967421566101701,0.11418529432142824
2112,104,-1.9473676367967014,4,0,5,-0.967421566101701,0.11418529432142824
2113,182,3.6969378850009513,0,4,9,0.967421566101701,1.3351777361189363
2113,182,3.0630576349958605,1,4,9,0.967421566101701,1.3351777361189363
2113,196,2.512504142204982,2,4,9,0.967421566101701,1.3351777361189363
2113,184,2.1761253208070026,3,4,9,0.967421566101701,1.3351777361189363
2113,109,1.018342214978089,4,4,5,0.967421566101701,0.11418529432142824
2114,9,-2.7877021525413115,0,0,0,-0.967421566101701,-1.335177736118937
2114,7,-1.3708308579723993,1,0,0,-0.967421566101701,-1.335177736118937
2114,8,-3.514764156433633,2,0,0,-0.967421566101701,-1.335177736118937
2114,8,-1.6717188666425762,3,0,0,-0.967421566101701,-1.335177736118937
2114,8,-0.8502029858135738,4,0,0,-0.967421566101701,-1.335177736118937
2115,139,2.3902332749150466,0,4,7,0.967421566101701,0.6045853465832371
2115,139,2.0937908105163836,1,4,7,0.967421566101701,0.6045853465832371
2115,139,2.3611405588711802,2,4,7,0.967421566101701,0.6045853465832371
2115,137,0.9209611848066246,3,4,6,0.967421566101701,0.3487556955170447
2115,137,1.1284761673844665,4,4,6,0.967421566101701,0.3487556955170447
2116,73,-0.2657264928672224,0,1,3,-0.43072729929545756,-0.3487556955170447
2116,54,-0.8025349188872735,1,1,2,-0.43072729929545756,-0.6045853465832371
2116,54,-0.8394614929191213,2,1,2,-0.43072729929545756,-0.6045853465832371
2116,54,-1.5669971587609342,3,1,2,-0.43072729929545756,-0.6045853465832371
2116,54,-0.9673499137923914,4,1,2,-0.43072729929545756,-0.6045853465832371
2117,86,-0.4149822140447147,0,1,4,-0.43072729929545756,-0.11418529432142838
2117,86,-0.3835541125521078,1,1,4,-0.43072729929545756,-0.11418529432142838
2117,86,-0.9612277473647424,2,1,4,-0.43072729929545756,-0.11418529432142838
2117,108,0.3806615582895212,3,1,5,-0.43072729929545756,0.11418529432142824
2117,82,0.08588013647684034,4,1,4,-0.43072729929545756,-0.11418529432142838
2118,191,1.203970055066773,0,3,9,0.43072729929545744,1.3351777361189363
2118,192,1.9336593708595904,1,3,9,0.43072729929545744,1.3351777361189363
2118,192,2.753536732831299,2,3,9,0.43072729929545744,1.3351777361189363
2118,193,3.4905225006342158,3,3,9,0.43072729929545744,1.3351777361189363
2118,193,1.714399045651194,4,3,9,0.43072729929545744,1.3351777361189363
2119,37,-3.5475749523709954,0,1,1,-0.43072729929545756,-0.9084578685373851
2119,49,-2.370762620721716,1,1,2,-0.43072729929545756,-0.6045853465832371
2119,49,0.40642196022693056,2,1,2,-0.43072729929545756,-0.6045853465832371
2119,49,0.4508196826502018,3,1,2,-0.43072729929545756,-0.6045853465832371
2119,49,-1.2327542466385046,4,1,2,-0.43072729929545756,-0.6045853465832371
2120,12,-2.7680240457037932,0,1,0,-0.43072729929545756,-1.335177736118937
2120,65,-1.7761621540663335,1,1,3,-0.43072729929545756,-0.3487556955170447
2120,131,-1.4001885073479299,2,1,6,-0.43072729929545756,0.3487556955170447
2120,131,0.3011966170995871,3,1,6,-0.43072729929545756,0.3487556955170447
2120,144,0.9327946160529537,4,1,7,-0.43072729929545756,0.6045853465832371
2121,136,-0.553984776444596,0,0,6,-0.967421566101701,0.3487556955170447
2121,47,-0.574044991226369,1,0,2,-0.967421566101701,-0.6045853465832371
2121,47,-0.7471383692222935,2,0,2,-0.967421566101701,-0.6045853465832371
2121,27,-3.4872518526171916,3,0,1,-0.967421566101701,-0.9084578685373851
2121,71,-1.9073022585708324,4,0,3,-0.967421566101701,-0.3487556955170447
2122,55,-1.578697367116613,0,0,2,-0.967421566101701,-0.6045853465832371
2122,55,-0.6572557436426544,1,0,2,-0.967421566101701,-0.6045853465832371
2122,55,-2.597504530551319,2,0,2,-0.967421566101701,-0.6045853465832371
2122,35,-1.7043332895536831,3,0,1,-0.967421566101701,-0.9084578685373851
2122,66,-1.467380331657916,4,0,3,-0.967421566101701,-0.3487556955170447
2123,162,1.7030369612160503,0,3,8,0.43072729929545744,0.9084578685373853
2123,179,2.1559910047264643,1,3,9,0.43072729929545744,1.3351777361189363
2123,106,-0.28289969882646115,2,3,5,0.43072729929545744,0.11418529432142824
2123,76,-1.4841310008521358,3,3,3,0.43072729929545744,-0.3487556955170447
2123,194,1.7050253068760424,4,3,9,0.43072729929545744,1.3351777361189363
2124,149,0.10787875772085198,0,3,7,0.43072729929545744,0.6045853465832371
2124,189,0.8168853486822975,1,3,9,0.43072729929545744,1.3351777361189363
2124,189,1.6495102153116508,2,3,9,0.43072729929545744,1.3351777361189363
2124,189,0.9787868062723176,3,3,9,0.43072729929545744,1.3351777361189363
2124,171,-0.0354614063639731,4,3,8,0.43072729929545744,0.9084578685373853
2125,141,-2.037057722321865,0,0,7,-0.967421566101701,0.6045853465832371
2125,141,0.5007226977110678,1,0,7,-0.967421566101701,0.6045853465832371
2125,72,0.8349513470733851,2,0,3,-0.967421566101701,-0.3487556955170447
2125,33,-1.796591401309091,3,0,1,-0.967421566101701,-0.9084578685373851
2125,33,-0.6415928388775474,4,0,1,-0.967421566101701,-0.9084578685373851
2126,194,1.98456477971495,0,4,9,0.967421566101701,1.3351777361189363
2126,131,2.148232832482314,1,4,6,0.967421566101701,0.3487556955170447
2126,188,2.8072207139982503,2,4,9,0.967421566101701,1.3351777361189363
2126,188,4.339673731489041,3,4,9,0.967421566101701,1.3351777361189363
2126,61,1.4493004832253509,4,4,3,0.967421566101701,-0.3487556955170447
2127,153,1.816519339487016,0,2,7,0.0,0.6045853465832371
2127,64,0.2382810901039804,1,2,3,0.0,-0.3487556955170447
2127,133,0.18808407736471022,2,2,6,0.0,0.3487556955170447
2127,153,-0.10652558998852868,3,2,7,0.0,0.6045853465832371
2127,153,-1.3115593154851073,4,2,7,0.0,0.6045853465832371
2128,4,-3.1290131646492956,0,0,0,-0.967421566101701,-1.335177736118937
2128,4,-1.356440284135417,1,0,0,-0.967421566101701,-1.335177736118937
2128,4,-3.7239754227944526,2,0,0,-0.967421566101701,-1.335177736118937
2128,120,0.9157077428063563,3,0,6,-0.967421566101701,0.3487556955170447
2128,120,-0.5864078894510739,4,0,6,-0.967421566101701,0.3487556955170447
2129,187,2.5791313712807873,0,4,9,0.967421566101701,1.3351777361189363
2129,82,1.3052880160311884,1,4,4,0.967421566101701,-0.11418529432142838
2129,82,0.845913535801954,2,4,4,0.967421566101701,-0.11418529432142838
2129,82,0.7418412676717058,3,4,4,0.967421566101701,-0.11418529432142838
2129,82,0.9623344083339456,4,4,4,0.967421566101701,-0.11418529432142838
2130,144,1.2845841213904494,0,3,7,0.43072729929545744,0.6045853465832371
2130,144,0.04987534806249794,1,3,7,0.43072729929545744,0.6045853465832371
2130,26,-0.424678771893671,2,3,1,0.43072729929545744,-0.9084578685373851
2130,26,-1.7201723506903472,3,3,1,0.43072729929545744,-0.9084578685373851
2130,26,0.1278256199319478,4,3,1,0.43072729929545744,-0.9084578685373851
2131,111,-0.088147308547664,0,1,5,-0.43072729929545756,0.11418529432142824
2131,86,0.8001755187417805,1,1,4,-0.43072729929545756,-0.11418529432142838
2131,86,0.6922832579656559,2,1,4,-0.43072729929545756,-0.11418529432142838
2131,86,-0.34321389366114397,3,1,4,-0.43072729929545756,-0.11418529432142838
2131,86,-0.3069293328310885,4,1,4,-0.43072729929545756,-0.11418529432142838
2132,5,-0.4141008388933516,0,0,0,-0.967421566101701,-1.335177736118937
2132,16,-2.118241699127074,1,0,0,-0.967421566101701,-1.335177736118937
2132,16,-3.848226553346495,2,0,0,-0.967421566101701,-1.335177736118937
2132,67,0.0457127873873,3,0,3,-0.967421566101701,-0.3487556955170447
2132,107,-1.451229125277133,4,0,5,-0.967421566101701,0.11418529432142824
2133,30,-1.0181181979676368,0,2,1,0.0,-0.9084578685373851
2133,30,-1.1119876151118735,1,2,1,0.0,-0.9084578685373851
2133,30,-0.9057989732856799,2,2,1,0.0,-0.9084578685373851
2133,97,-0.5060325882747081,3,2,4,0.0,-0.11418529432142838
2133,97,-0.5391120835958343,4,2,4,0.0,-0.11418529432142838
2134,69,0.09382969754262371,0,2,3,0.0,-0.3487556955170447
2134,69,-0.4687398691794303,1,2,3,0.0,-0.3487556955170447
2134,15,-2.1101480962413106,2,2,0,0.0,-1.335177736118937
2134,15,-2.324867416589297,3,2,0,0.0,-1.335177736118937
2134,15,-0.4672774510288511,4,2,0,0.0,-1.335177736118937
2135,161,2.933793163662246,0,4,8,0.967421566101701,0.9084578685373853
2135,152,0.06003992518343981,1,4,7,0.967421566101701,0.6045853465832371
2135,152,1.808308457080475,2,4,7,0.967421566101701,0.6045853465832371
2135,152,0.5275881905795328,3,4,7,0.967421566101701,0.6045853465832371
2135,152,3.029800937937332,4,4,7,0.967421566101701,0.6045853465832371
2136,195,3.139827832200636,0,3,9,0.43072729929545744,1.3351777361189363
2136,137,1.1749322963975963,1,3,6,0.43072729929545744,0.3487556955170447
2136,101,0.9033915105961716,2,3,5,0.43072729929545744,0.11418529432142824
2136,101,1.9084420639386412,3,3,5,0.43072729929545744,0.11418529432142824
2136,101,1.8374287591684246,4,3,5,0.43072729929545744,0.11418529432142824
2137,146,3.079705070428977,0,4,7,0.967421566101701,0.6045853465832371
2137,146,-0.20081761146903077,1,4,7,0.967421566101701,0.6045853465832371
2137,69,1.583781393525036,2,4,3,0.967421566101701,-0.3487556955170447
2137,69,-1.209326928310222,3,4,3,0.967421566101701,-0.3487556955170447
2137,69,1.1201859676291517,4,4,3,0.967421566101701,-0.3487556955170447
2138,40,-2.132543448862335,0,2,2,0.0,-0.6045853465832371
2138,40,0.3463439465865925,1,2,2,0.0,-0.6045853465832371
2138,40,-1.5696994482986093,2,2,2,0.0,-0.6045853465832371
2138,40,1.7208488457042692,3,2,2,0.0,-0.6045853465832371
2138,40,-0.29297022639964154,4,2,2,0.0,-0.6045853465832371
2139,155,1.883664160151967,0,4,7,0.967421566101701,0.6045853465832371
2139,193,1.0401293486993266,1,4,9,0.967421566101701,1.3351777361189363
2139,161,2.6363364807271186,2,4,8,0.967421566101701,0.9084578685373853
2139,161,0.9100113524347897,3,4,8,0.967421566101701,0.9084578685373853
2139,161,2.0773701653219034,4,4,8,0.967421566101701,0.9084578685373853
2140,32,-1.1813375864408089,0,3,1,0.43072729929545744,-0.9084578685373851
2140,32,0.9614262643860549,1,3,1,0.43072729929545744,-0.9084578685373851
2140,85,0.275417871296367,2,3,4,0.43072729929545744,-0.11418529432142838
2140,85,1.044854193340678,3,3,4,0.43072729929545744,-0.11418529432142838
2140,109,1.076014154788214,4,3,5,0.43072729929545744,0.11418529432142824
2141,62,1.7506206035474428,0,3,3,0.43072729929545744,-0.3487556955170447
2141,62,0.17038810886170713,1,3,3,0.43072729929545744,-0.3487556955170447
2141,62,-1.1086270278268495,2,3,3,0.43072729929545744,-0.3487556955170447
2141,62,0.8115951726248273,3,3,3,0.43072729929545744,-0.3487556955170447
2141,112,-2.19846887667419,4,3,5,0.43072729929545744,0.11418529432142824
2142,184,2.292399404089026,0,3,9,0.43072729929545744,1.3351777361189363
2142,184,1.817373163454953,1,3,9,0.43072729929545744,1.3351777361189363
2142,184,2.3309599349064345,2,3,9,0.43072729929545744,1.3351777361189363
2142,184,2.2337446975317166,3,3,9,0.43072729929545744,1.3351777361189363
2142,184,2.7147210325953055,4,3,9,0.43072729929545744,1.3351777361189363
2143,34,-1.1573981041934154,0,0,1,-0.967421566101701,-0.9084578685373851
2143,7,-2.350011191268342,1,0,0,-0.967421566101701,-1.335177736118937
2143,69,-1.4485366101356876,2,0,3,-0.967421566101701,-0.3487556955170447
2143,25,-2.408442719965464,3,0,1,-0.967421566101701,-0.9084578685373851
2143,83,-0.5117639059594071,4,0,4,-0.967421566101701,-0.11418529432142838
2144,175,-0.8900668977540307,0,3,8,0.43072729929545744,0.9084578685373853
2144,175,2.6456097414310173,1,3,8,0.43072729929545744,0.9084578685373853
2144,175,0.018819072087971733,2,3,8,0.43072729929545744,0.9084578685373853
2144,144,1.6496293531360338,3,3,7,0.43072729929545744,0.6045853465832371
2144,40,0.4963204556863537,4,3,2,0.43072729929545744,-0.6045853465832371
2145,106,2.7883923321892077,0,4,5,0.967421566101701,0.11418529432142824
2145,106,-0.2566167021791843,1,4,5,0.967421566101701,0.11418529432142824
2145,111,1.2946419076435105,2,4,5,0.967421566101701,0.11418529432142824
2145,111,2.0413964457529743,3,4,5,0.967421566101701,0.11418529432142824
2145,192,1.1952377648092836,4,4,9,0.967421566101701,1.3351777361189363
2146,125,0.8037920299292318,0,2,6,0.0,0.3487556955170447
2146,108,0.6146138954622499,1,2,5,0.0,0.11418529432142824
2146,108,-1.0337792460506376,2,2,5,0.0,0.11418529432142824
2146,75,-1.4079676047192105,3,2,3,0.0,-0.3487556955170447
2146,75,-0.2693409475196162,4,2,3,0.0,-0.3487556955170447
2147,60,-0.45483697736404444,0,1,3,-0.43072729929545756,-0.3487556955170447
2147,76,-2.8394438325817535,1,1,3,-0.43072729929545756,-0.3487556955170447
2147,76,-1.5113185181383266,2,1,3,-0.43072729929545756,-0.3487556955170447
2147,64,-0.3086445734190787,3,1,3,-0.43072729929545756,-0.3487556955170447
2147,40,-3.068565905279252,4,1,2,-0.43072729929545756,-0.6045853465832371
2148,53,-0.33011881235505924,0,1,2,-0.43072729929545756,-0.6045853465832371
2148,53,-2.2208272578011825,1,1,2,-0.43072729929545756,-0.6045853465832371
2148,58,-1.0718705356874005,2,1,2,-0.43072729929545756,-0.6045853465832371
2148,57,-1.993628837618274,3,1,2,-0.43072729929545756,-0.6045853465832371
2148,57,-1.61114455704721,4,1,2,-0.43072729929545756,-0.6045853465832371
2149,1,0.35928574505023425,0,3,0,0.43072729929545744,-1.335177736118937
2149,90,-1.0472836026535484,1,3,4,0.43072729929545744,-0.11418529432142838
2149,90,-0.06955178665126138,2,3,4,0.43072729929545744,-0.11418529432142838
2149,129,0.49790741462998117,3,3,6,0.43072729929545744,0.3487556955170447
2149,129,0.6424030048464614,4,3,6,0.43072729929545744,0.3487556955170447
2150,4,-2.060390959253734,0,1,0,-0.43072729929545756,-1.335177736118937
2150,95,-0.5358870493368657,1,1,4,-0.43072729929545756,-0.11418529432142838
2150,172,0.011603859673466221,2,1,8,-0.43072729929545756,0.9084578685373853
2150,23,-1.219544573647028,3,1,1,-0.43072729929545756,-0.9084578685373851
2150,23,-0.4934183105719373,4,1,1,-0.43072729929545756,-0.9084578685373851
2151,47,-1.065089935245579,0,1,2,-0.43072729929545756,-0.6045853465832371
2151,47,-0.644591950767521,1,1,2,-0.43072729929545756,-0.6045853465832371
2151,66,-0.2802031390181085,2,1,3,-0.43072729929545756,-0.3487556955170447
2151,45,-0.7041111836121697,3,1,2,-0.43072729929545756,-0.6045853465832371
2151,45,-2.581925238708858,4,1,2,-0.43072729929545756,-0.6045853465832371
2152,112,0.528012234142583,0,3,5,0.43072729929545744,0.11418529432142824
2152,109,2.2970124110528394,1,3,5,0.43072729929545744,0.11418529432142824
2152,129,0.8809569254641371,2,3,6,0.43072729929545744,0.3487556955170447
2152,100,2.713452630776005,3,3,5,0.43072729929545744,0.11418529432142824
2152,70,1.0377237936620642,4,3,3,0.43072729929545744,-0.3487556955170447
2153,54,-1.1489811608035234,0,2,2,0.0,-0.6045853465832371
2153,54,0.07525472893784035,1,2,2,0.0,-0.6045853465832371
2153,23,-0.7027194528522065,2,2,1,0.0,-0.9084578685373851
2153,23,-0.8972953474183633,3,2,1,0.0,-0.9084578685373851
2153,23,-2.671849743516179,4,2,1,0.0,-0.9084578685373851
2154,167,1.8959529478211068,0,4,8,0.967421566101701,0.9084578685373853
2154,124,-0.057174258188045446,1,4,6,0.967421566101701,0.3487556955170447
2154,124,1.0960930600043777,2,4,6,0.967421566101701,0.3487556955170447
2154,134,-0.2593151727908227,3,4,6,0.967421566101701,0.3487556955170447
2154,153,1.443193480648351,4,4,7,0.967421566101701,0.6045853465832371
2155,72,-0.8455728101145324,0,0,3,-0.967421566101701,-0.3487556955170447
2155,72,-2.861603834111815,1,0,3,-0.967421566101701,-0.3487556955170447
2155,72,-2.5104959052714744,2,0,3,-0.967421566101701,-0.3487556955170447
2155,72,-1.0783142821488534,3,0,3,-0.967421566101701,-0.3487556955170447
2155,32,-0.8358819077801185,4,0,1,-0.967421566101701,-0.9084578685373851
2156,112,0.6593076064230039,0,4,5,0.967421566101701,0.11418529432142824
2156,112,0.07363618286283913,1,4,5,0.967421566101701,0.11418529432142824
2156,117,0.5724161252674413,2,4,5,0.967421566101701,0.11418529432142824
2156,117,1.960007410731943,3,4,5,0.967421566101701,0.11418529432142824
2156,171,-0.14514728768624563,4,4,8,0.967421566101701,0.9084578685373853
2157,53,1.1586071756596685,0,2,2,0.0,-0.6045853465832371
2157,74,-0.1241329782879525,1,2,3,0.0,-0.3487556955170447
2157,125,-0.0838075538413226,2,2,6,0.0,0.3487556955170447
2157,125,0.4255258992358154,3,2,6,0.0,0.3487556955170447
2157,125,-0.0653440240007595,4,2,6,0.0,0.3487556955170447
2158,183,1.6068271432413486,0,4,9,0.967421566101701,1.3351777361189363
2158,183,2.497430662577126,1,4,9,0.967421566101701,1.3351777361189363
2158,159,2.182575054970148,2,4,8,0.967421566101701,0.9084578685373853
2158,159,2.090861967239297,3,4,8,0.967421566101701,0.9084578685373853
2158,189,0.9362046525273358,4,4,9,0.967421566101701,1.3351777361189363
2159,173,0.16366727866908537,0,2,8,0.0,0.9084578685373853
2159,184,2.2331905611452636,1,2,9,0.0,1.3351777361189363
2159,93,-1.1147767061270277,2,2,4,0.0,-0.11418529432142838
2159,93,1.5299527412079128,3,2,4,0.0,-0.11418529432142838
2159,93,-0.10207897963163616,4,2,4,0.0,-0.11418529432142838
2160,195,1.2876975136778908,0,4,9,0.967421566101701,1.3351777361189363
2160,195,2.4968070181521123,1,4,9,0.967421566101701,1.3351777361189363
2160,175,1.6395841519165524,2,4,8,0.967421566101701,0.9084578685373853
2160,175,2.069009004902867,3,4,8,0.967421566101701,0.9084578685373853
2160,139,1.5571241373457114,4,4,7,0.967421566101701,0.6045853465832371
2161,151,1.0994487340033663,0,3,7,0.43072729929545744,0.6045853465832371
2161,151,-0.8716623530083396,1,3,7,0.43072729929545744,0.6045853465832371
2161,132,1.4878690166871564,2,3,6,0.43072729929545744,0.3487556955170447
2161,51,0.4950291933522259,3,3,2,0.43072729929545744,-0.6045853465832371
2161,51,0.19498731530709423,4,3,2,0.43072729929545744,-0.6045853465832371
2162,70,-0.0653040414927738,0,3,3,0.43072729929545744,-0.3487556955170447
2162,70,-0.414383072006315,1,3,3,0.43072729929545744,-0.3487556955170447
2162,90,0.9442181277539797,2,3,4,0.43072729929545744,-0.11418529432142838
2162,90,0.3895700366890369,3,3,4,0.43072729929545744,-0.11418529432142838
2162,90,0.366594459112508,4,3,4,0.43072729929545744,-0.11418529432142838
2163,40,-1.9097453701700517,0,2,2,0.0,-0.6045853465832371
2163,97,-0.2754589801379562,1,2,4,0.0,-0.11418529432142838
2163,123,0.3932955974387795,2,2,6,0.0,0.3487556955170447
2163,123,-1.584103065067065,3,2,6,0.0,0.3487556955170447
2163,73,-0.4894577368289585,4,2,3,0.0,-0.3487556955170447
2164,92,0.956149403648396,0,0,4,-0.967421566101701,-0.11418529432142838
2164,92,-0.45665438119396107,1,0,4,-0.967421566101701,-0.11418529432142838
2164,28,-2.7700482709373597,2,0,1,-0.967421566101701,-0.9084578685373851
2164,174,-0.7291701585741107,3,0,8,-0.967421566101701,0.9084578685373853
2164,174,1.4179647235671045,4,0,8,-0.967421566101701,0.9084578685373853
2165,44,-1.6067397726747832,0,0,2,-0.967421566101701,-0.6045853465832371
2165,54,-0.9677104083293924,1,0,2,-0.967421566101701,-0.6045853465832371
2165,54,0.6061399753804677,2,0,2,-0.967421566101701,-0.6045853465832371
2165,57,-0.13154663722728,3,0,2,-0.967421566101701,-0.6045853465832371
2165,57,-3.26276293152063,4,0,2,-0.967421566101701,-0.6045853465832371
2166,135,1.734887240603895,0,4,6,0.967421566101701,0.3487556955170447
2166,124,0.29616682571198116,1,4,6,0.967421566101701,0.3487556955170447
2166,124,2.4248481159716118,2,4,6,0.967421566101701,0.3487556955170447
2166,124,0.5202574223219474,3,4,6,0.967421566101701,0.3487556955170447
2166,124,0.8420183826836198,4,4,6,0.967421566101701,0.3487556955170447
2167,99,-1.6546726896758472,0,0,5,-0.967421566101701,0.11418529432142824
2167,28,-2.5574387598193637,1,0,1,-0.967421566101701,-0.9084578685373851
2167,28,-0.6865365330857798,2,0,1,-0.967421566101701,-0.9084578685373851
2167,28,-2.7306943847280767,3,0,1,-0.967421566101701,-0.9084578685373851
2167,28,-1.6786335953672062,4,0,1,-0.967421566101701,-0.9084578685373851
2168,191,1.8217244049118733,0,3,9,0.43072729929545744,1.3351777361189363
2168,191,1.6276984733620612,1,3,9,0.43072729929545744,1.3351777361189363
2168,102,0.7019574758964223,2,3,5,0.43072729929545744,0.11418529432142824
2168,47,1.0677979514117504,3,3,2,0.43072729929545744,-0.6045853465832371
2168,176,2.031773980781649,4,3,8,0.43072729929545744,0.9084578685373853
2169,5,-1.6771810979007837,0,1,0,-0.43072729929545756,-1.335177736118937
2169,5,-0.28390347227370194,1,1,0,-0.43072729929545756,-1.335177736118937
2169,2,-0.5118899656310347,2,1,0,-0.43072729929545756,-1.335177736118937
2169,2,-2.7667731901475068,3,1,0,-0.43072729929545756,-1.335177736118937
2169,2,-3.3701489024850906,4,1,0,-0.43072729929545756,-1.335177736118937
2170,197,2.2319382942709436,0,1,9,-0.43072729929545756,1.3351777361189363
2170,119,-0.1585762077944795,1,1,6,-0.43072729929545756,0.3487556955170447
2170,119,-1.1198029100110483,2,1,6,-0.43072729929545756,0.3487556955170447
2170,105,-0.7675272896863053,3,1,5,-0.43072729929545756,0.11418529432142824
2170,76,-0.6806386188629132,4,1,3,-0.43072729929545756,-0.3487556955170447
2171,108,0.3717902812829186,0,0,5,-0.967421566101701,0.11418529432142824
2171,108,-0.5790847879773702,1,0,5,-0.967421566101701,0.11418529432142824
2171,95,0.4477579458877876,2,0,4,-0.967421566101701,-0.11418529432142838
2171,37,-1.6777280877605731,3,0,1,-0.967421566101701,-0.9084578685373851
2171,37,-2.6740240029693516,4,0,1,-0.967421566101701,-0.9084578685373851
